rocket_id,regime_label,regime_code,boundary_distance,p_unstable,servo_slew_deg_s,max_gimbal_deg,best_u_max_frac,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,deadband,backlash,latency_steps,wind_strength,nominal_servo_slew_deg_s,nominal_max_gimbal_deg,design_id
R0001,FRAGILE,1,0,1.74875691392462,57.1678066615695,11.5328497082115,0.7688566472141,20,32,1,1,1,1,1.38934515681956,0.0292390402507645,0.153348068105677,-68.7468408380523,9.51149014008928,47.0397036805421,0.00580170540028696,0.0784798059380087,1,0.447522178291993,57.1678066615695,11.5328497082115,1
R0002,FRAGILE,1,0,0.495089696873019,118.574420400222,8.97247023471638,0.598164682314425,20,8,1,1,0,0.666666666666667,1.00961438484216,0.0200965688098545,0.0537680593573511,-52.7362451303642,5.07877774677627,42.4581153455162,0.0558071618146923,0.156871835027196,2,0.0970363747746888,118.574420400222,8.97247023471638,2
R0003,EASY,2,1.76605215170474,0.557219710423809,113.137095328771,12.6757245895913,0.845048305972753,20,32,1,1,1,1,1.38458287306853,0.0296485287745042,0.0496070714665166,-64.1291463070796,8.3214310423868,42.189707318173,0.116814569471195,0.0718253757854567,2,0.379941450926404,113.137095328771,12.6757245895913,3
R0004,EASY,2,2.50083864421981,1.1991109480319,94.8470270377612,9.42138332152181,0.628092221434787,20,16,1,1,1,1,0.908514405683169,0.0205104475277363,0.230091787109936,-31.0488489541566,7.15607353073461,45.9447470098464,0.0574564905199145,0.00690753721081272,3,0.188432797784783,94.8470270377612,9.42138332152181,4
R0005,INFEASIBLE,0,-2.3589010713868,1.33872944482295,63.1145118831468,12.8548745299019,0.856991635326796,20,32,0,0,0,0,1.11204587110136,0.0342269313231786,0.22017012989609,-32.4435393139245,13.4443721191988,36.8509743337282,0.0260373022405435,0.0784086440636101,4,0.427519207075335,63.1145118831468,12.8548745299019,5
R0006,INFEASIBLE,0,-2.95095954355116,0.973857613546594,49.3227866788338,12.6853343148702,0.845688954324679,20,32,0,0,0,0,1.08370293580171,0.032280244264444,0.154822743827532,-30.1805330877061,13.0529268692594,29.7984560349739,0.141953109428772,0.154000635596988,2,0.144626628576831,49.3227866788338,12.6853343148702,6
R0007,INFEASIBLE,0,-1.95741869453811,2.33097960823918,57.7253779874003,11.7957439254546,0.786382928363637,45,32,0,0,0,0,1.31023657993007,0.0253102963028736,0.234026994909445,-60.9750744322867,12.3471058571416,48.5088522158642,0.0636788599484207,0.0872078876325106,1,0.389903069680897,57.7253779874003,11.7957439254546,7
R0008,FRAGILE,1,0,0.405068101942924,20.2584759606533,8.84967345340841,0.589978230227228,20,32,1,1,1,1,0.912860544630812,0.0336552090748524,0.0595234750801887,-38.8198900589046,11.8498507249481,42.1202000853131,0.102109966124307,0.102564718350812,6,0.400162105757128,20.2584759606533,8.84967345340841,8
R0009,INFEASIBLE,0,-2.13234321234149,2.5601625306315,38.6886292528642,9.88415459703834,0.658943639802556,20,32,0,0,0,0,1.82624721920851,0.032622886135899,0.222563920556776,-62.3891727167245,7.99890970631136,38.0762581478645,0.0569286363844576,0.140468474242086,4,0.404678380476181,38.6886292528642,9.88415459703834,9
R0010,INFEASIBLE,0,-2.53576519201236,2.00597484825827,78.1700200695701,10.1520458192348,0.676803054615652,20,32,0,0,0,0,1.81903841871754,0.0119596748343554,0.198135697211566,-56.0253064357404,5.56253117319979,39.6373239895957,0.0287658759760454,0.20910771982336,2,0.137900229115937,78.1700200695701,10.1520458192348,10
